name,market,city,status,efficiency_score,total_funding
Spiral Genetics, Bioinformatics ,Seattle,operating,27.0,3915591.0
Spiration, Hardware + Software ,Redmond,operating,27.0,13500000.0
Spokane Therapist, Medical ,Spokane,operating,27.0,14000.0
Spongecell, Advertising ,New York,operating,27.0,10000000.0
Spot On Foods, Specialty Foods ,Seattle,operating,27.0,75000.0
Spotlight Innovation, Finance ,West Des Moines,operating,27.0,41804470.0
Sprig, Hospitality ,San Francisco,operating,27.0,11700000.0
SquareOne Mail, Email ,San Francisco,operating,27.0,150000.0
Stackpop, Enterprise Software ,New York,operating,27.0,870000.0
StarMobile, Mobility ,Atlanta,operating,27.0,2875000.0
Stellaris, Clean Technology ,North Billerica,operating,27.0,7450000.0
Stone Medical Corporation, Medical ,Moline,operating,27.0,175000.0
StoryPress, Digital Media ,Seminole,operating,27.0,565000.0
Strap, Apps ,Cincinnati,operating,27.0,1220000.0
Stream Alliance International Holding, Fashion ,Miami,operating,27.0,0.0
Streamix, Entertainment ,Fayetteville,operating,27.0,0.0
Summit Wine Tastings, Public Relations ,Chicago,operating,27.0,45000.0
Sunnova, Utilities ,Houston,operating,27.0,395000000.0
Supply Vision, Enterprise Software ,Chicago,operating,27.0,2125000.0
SurgeryEdu, Mobile ,Ann Arbor,operating,27.0,5000.0
Surreal Inkº,Unknown,Logan,operating,27.0,0.0
Sverve, Social Media ,New York,operating,27.0,965000.0
Swift Frontiers Corp, Finance ,Atlanta,operating,27.0,20000.0
Swink.tv, Curated Web ,San Francisco,operating,27.0,3475521.0
SwipeLoyalty, Mobile Payments ,Atlanta,operating,27.0,20000.0
Synergis Education, Education ,Chandler,operating,27.0,38000000.0
Taggs, Public Relations ,Durham,operating,27.0,50000.0
"Tapshot, Makers of Videokits", Market Research ,Mountain View,operating,27.0,0.0
TareasPlus, Tutoring ,San Francisco,operating,27.0,850000.0
Tarpon Towers, Messaging ,Bradenton,operating,27.0,30000000.0
Teaman & Company, E-Commerce ,Berkeley,operating,27.0,100000.0
Techstars, Venture Capital ,Boulder,operating,27.0,34000000.0
TekStream Solutions, Software ,Atlanta,operating,27.0,331000.0
Telesocial, Messaging ,San Francisco,operating,27.0,1093493.0
Tesaris, Health and Wellness ,Herriman,operating,27.0,230000.0
TestSoup, Education ,San Mateo,operating,27.0,0.0
The Loadown, Mobile ,New York,operating,27.0,170000.0
The Social Radio, Music ,San Francisco,operating,27.0,215000.0
The Yield Lab, Agriculture ,St Louis,operating,27.0,300000.0
Tinker Square, Information Technology ,Los Gatos,operating,27.0,45000.0
TLBX.me,Unknown,New York,operating,27.0,40000.0
Toodalu, Mobile ,Chicago,operating,27.0,250000.0
"Toppermost, Corp.", Application Platforms ,New York,operating,27.0,0.0
TranscribeMe, Software ,Berkeley,operating,27.0,1350000.0
transOMIC, Biotechnology ,Huntsville,operating,27.0,20000.0
Tranzlogic, Payments ,Westlake Village,operating,27.0,2499967.0
Travel and Learning Enterprises, Advertising ,Bountiful,operating,27.0,3000.0
Trellie, Hardware ,Westwood,operating,27.0,1579137.0
Tricida, Biotechnology ,Menlo Park,operating,27.0,14514244.0
"TruBeacon, Inc.", Mobile Payments ,Omaha,operating,27.0,1000000.0
TRX Systems, Location Based Services ,Greenbelt,operating,27.0,2000000.0
two.42.solutions, Social Media Monitoring ,Southfield,operating,27.0,150000.0
Tytanium Ideas, Travel ,Sacramento,operating,27.0,85000.0
uConnect, Education ,Boston,operating,27.0,38064.0
UltraV Technologies, Hospitality ,Fayetteville,operating,27.0,0.0
Umami, Mobile ,New York,operating,27.0,1775000.0
UpCounsel, Legal ,San Francisco,operating,27.0,1600000.0
Upfront Digital Media, Advertising ,New York,operating,27.0,6550000.0
Urgent.ly, Software ,Sterling,operating,27.0,1710000.0
UrGift, Social Network Media ,Walnut,operating,27.0,299934.0
Uro Jock,Unknown,Reading,operating,27.0,0.0
VacationFutures, Marketplaces ,Durham,operating,27.0,367500.0
Vape Holdings, Consumer Goods ,Woodland Hills,operating,27.0,720595.0
Varcity Sports, Software ,San Diego,operating,27.0,0.0
Vascular Pharmaceuticals, Biotechnology ,Tarboro,operating,27.0,17000000.0
Vaxess Technologies, Health Care ,Cambridge,operating,27.0,4750000.0
Veristorm, Software ,Santa Clara,operating,27.0,1000000.0
VG Life Sciences, Biotechnology ,Santa Barbara,operating,27.0,2785000.0
Vidmaker, Curated Web ,Madison,operating,27.0,668000.0
Viral Solutions Group, Advertising ,Cedar City,operating,27.0,5000.0
Visionary Mobile, Biotechnology ,Corvallis,operating,27.0,1570000.0
Vixely Inc, Digital Media ,New York,operating,27.0,100000.0
VoAPPs, Mobile ,Atlanta,operating,27.0,3000000.0
Voodoo Alerts,Unknown,San Diego,operating,27.0,500000.0
WAVE (Wireless Advanced Vehicle Electrification), Manufacturing ,Park City,operating,27.0,4899998.0
WealthForge, Crowdfunding ,Richmond,operating,27.0,3000000.0
WeatherNation TV, News ,Greenwood Village,operating,27.0,3700000.0
Wellbe, Health Care ,Madison,operating,27.0,1825000.0
WeVideo, Enterprise Software ,Palo Alto,operating,27.0,20304200.0
Whimseybox, DIY ,Boulder,operating,27.0,75000.0
White Pine Medical, Finance ,Park City,operating,27.0,1000500.0
WhoCanHelp.com, Local ,Missoula,operating,27.0,730000.0
Wiki-PR, Semantic Search ,Austin,operating,27.0,75000.0
WikiRealty, Real Estate ,Santa Monica,operating,27.0,640000.0
Wikkit LLC, Messaging ,New York,operating,27.0,17500.0
Wireless Environment, Hardware + Software ,Chagrin Falls,operating,27.0,605000.0
Wireless Ronin Technologies, Software ,Minneapolis,operating,27.0,1665000.0
Wonder Forge, Games ,Seattle,operating,27.0,1750000.0
WorkHands, Social Media ,San Francisco,operating,27.0,20000.0
Xanitos, Hospitality ,Newtown Square,operating,27.0,3500000.0
XAPPmedia, Audio ,Washington,operating,27.0,4950000.0
XATA, Software ,Eden Prairie,operating,27.0,33010002.0
Xhale, Biotechnology ,Gainesville,operating,27.0,21160182.0
xzoops, Social Media ,Mountain View,operating,27.0,950000.0
Yappn, Social Media ,New York,operating,27.0,1487500.0
ybuy, Curated Web ,Beverly Hills,operating,27.0,1750000.0
YouBeauty, Health and Wellness ,New York,operating,27.0,10325000.0
YourPOV.TV, Curated Web ,New York,operating,27.0,572000.0
YupiCall, Internet of Things ,San Antonio,operating,27.0,250000.0
Zairge, Hotels ,New York,operating,27.0,175000.0
Zapier, SaaS ,Mountain View,operating,27.0,1200000.0
Zazoom, Video Streaming ,New York,operating,27.0,125000.0
Zumobi, Mobile ,Seattle,operating,27.0,12000000.0
1spire, Manufacturing ,Houston,operating,26.9,30000.0
1World Online, Enterprise Software ,San Jose,operating,26.9,1500000.0
24 Hour Pro Muscle Gym, Sports ,Rockledge,operating,26.9,0.0
2NGageU, Mobile Social ,Williston,operating,26.9,58000.0
"43 Things, The Robot Co-op", Software ,Seattle,operating,26.9,0.0
640 Labs, Software ,Chicago,operating,26.9,3050000.0
9+, Consulting ,Menlo Park,operating,26.9,4500000.0
9SLIDES, Enterprise Software ,Redmond,operating,26.9,925000.0
Abound Solar, Solar ,Loveland,operating,26.9,510000000.0
Acclaimd, Recruiting ,Columbus,operating,26.9,90000.0
Accompani, 3D ,Los Altos,operating,26.9,20600000.0
Acreations Reptiles and Exotics,Unknown,Wake Forest,operating,26.9,3000.0
AdAdapted, News ,Ann Arbor,operating,26.9,1075000.0
ADEA Cutters,Unknown,Bryant,operating,26.9,0.0
AdKeeper, Advertising ,New York,operating,26.9,43000000.0
Advanced Surgical Concepts, Health and Wellness ,Baton Rouge,operating,26.9,798542.0
Affinity Networks, Social Media ,Venice,operating,26.9,200000.0
Agora Shopping, Curated Web ,Fairfield,operating,26.9,5000.0
Air Intelligence, Clean Technology ,Fayetteville,operating,26.9,0.0
AirTouch Communications, Mobile ,Newport Beach,operating,26.9,17506428.0
Alcanzar Solar, Clean Technology ,Palo Alto,operating,26.9,40000.0
AlphaCare Holdings, Biotechnology ,Brooklyn,operating,26.9,17415364.0
Altavoz, Entertainment ,Rockville,operating,26.9,475000.0
Altia Systems, Mobile ,Cupertino,operating,26.9,17200000.0
Altiostar Networks, Mobile ,Tewksbury,operating,26.9,60500002.0
Alum.ni, College Recruiting ,Oakland,operating,26.9,0.0
AlumniFunder, Finance ,Santa Monica,operating,26.9,125000.0
Ambient Control Systems, Clean Technology ,Poway,operating,26.9,605000.0
"Ambition, Inc", SaaS ,Chattanooga,operating,26.9,2000000.0
Amonix, Clean Technology ,Torrance,operating,26.9,169400000.0
Amulyte, Health Care ,Mountain View,operating,26.9,255000.0
"Anchor ID, Inc.", Software ,Kingston,operating,26.9,590000.0
Anesiva, Biotechnology ,South San Francisco,operating,26.9,5000000.0
Anvato, Software ,Mountain View,operating,26.9,2550000.0
AnyLeaf, Shopping ,Sunnyvale,operating,26.9,0.0
APE Systems, Training ,Providence,operating,26.9,20000.0
AppSocially, Android ,Mountain View,operating,26.9,0.0
AppTank, Software ,Jenks,operating,26.9,0.0
APROOFED, Education ,Brunswick,operating,26.9,20000.0
Apto, Commercial Real Estate ,The Woodlands,operating,26.9,2375000.0
Around the Bend Beer Co.,Unknown,Chicago,operating,26.9,255000.0
ArriveBefore, Travel ,North Hampton,operating,26.9,10000.0
Arrowhead Automated Systems, Aerospace ,Saint Clair Shores,operating,26.9,0.0
Ascletis, Health and Wellness ,Chapel Hill,operating,26.9,100000000.0
AskU, Knowledge Management ,Bryan,operating,26.9,187500.0
Aspen Evian, Hospitality ,Carbondale,operating,26.9,100000.0
Asset Vue LLC., RFID ,Bristol,operating,26.9,200000.0
Assistera,Unknown,San Diego,operating,26.9,98000.0
Atlas Local, Local Businesses ,Del Mar,operating,26.9,115345.0
Atmosferiq, Advertising ,Pittsburgh,operating,26.9,300000.0
Attractive Black Singles LLC, Media ,Greensboro,operating,26.9,0.0
Augmate, Computer Vision ,New York,operating,26.9,2800000.0
August, Social Media ,Newport Beach,operating,26.9,0.0
Aunt Aggie's Foods,Unknown,Santa Rosa,operating,26.9,0.0
Azadi, Women ,Chicago,operating,26.9,0.0
Azima, Software ,Woburn,operating,26.9,1732382.0
Bandsintown Group, Email Marketing ,New York,operating,26.9,60000000.0
Bayes Impact, Non Profit ,San Francisco,operating,26.9,120000.0
Bedrock Analytics, Enterprise Software ,Oakland,operating,26.9,0.0
Beetailer, Software ,Mountain View,operating,26.9,0.0
Bernal Films, News ,Woodside,operating,26.9,0.0
Bespoke Innovations, Health Care ,San Francisco,operating,26.9,2100000.0
Big In Japan, Mobile ,Dallas,operating,26.9,700000.0
BigTwist, Mobile ,Brooklyn,operating,26.9,620000.0
Bills Khakis, E-Commerce ,Alpharetta,operating,26.9,3100000.0
Binpress, Open Source ,Mountain View,operating,26.9,1050000.0
BioConsortia, Biotechnology ,Davis,operating,26.9,15000000.0
BioGenerics, Biotechnology ,Redwood City,operating,26.9,4660625.0
BioIQ, Mobile Health ,Santa Barbara,operating,26.9,928942.0
Birdbox, Finance ,Boulder,operating,26.9,0.0
Bitfury Group, Bitcoin ,San Francisco,operating,26.9,40000000.0
Black Lotus, Security ,San Francisco,operating,26.9,9500000.0
Bladder Health Ventures, Biotechnology ,Jackson,operating,26.9,200000.0
Bling Nation, Social Media ,Palo Alto,operating,26.9,28000000.0
Blissful Feet Dance Studio, Entertainment ,Duluth,operating,26.9,0.0
Blokify, Software ,New York,operating,26.9,600000.0
Blownaway, Beauty ,Dallas,operating,26.9,475000.0
Bluebridge, Curated Web ,Fishers,operating,26.9,1125000.0
Blueroof 360, CRM ,Draper,operating,26.9,550000.0
BMe Community, Social Media ,Miami,operating,26.9,3600000.0
BoomWriter Media, Education ,Cambridge,operating,26.9,479000.0
Boonle, Freelancers ,Rochester,operating,26.9,100000.0
Brain Parade, Software ,Stamford,operating,26.9,800000.0
Breeze, Startups ,San Francisco,operating,26.9,0.0
Bridesandlovers.com, Online Dating ,St. Petersburg,operating,26.9,150000.0
Brightbox Charge, Mobile ,New York,operating,26.9,1432815.0
Btiques, E-Commerce ,Fayetteville,operating,26.9,0.0
Bungles Jungles,Unknown,Lake Havasu City,operating,26.9,50000.0
Butterfleye Inc, Hardware + Software ,San Francisco,operating,26.9,250000.0
Button Brew House, Startups ,Tucson,operating,26.9,0.0
Cake Health, Health and Insurance ,San Francisco,operating,26.9,150000.0
Calypto Design Systems, Software ,San Jose,operating,26.9,2313485.0
CaptureProof, Health Care ,San Francisco,operating,26.9,1200000.0
CareFlash, Social Media ,Austin,operating,26.9,600000.0
Caribou Bay Retreat, Entertainment ,Coloma,operating,26.9,0.0
Caring in Place, Mobile ,Littleton,operating,26.9,0.0
Carsabi, Social Media ,San Francisco,operating,26.9,0.0
CaseRails, Document Management ,New York,operating,26.9,570000.0
Cash4Gold, Finance ,Pompano Beach,operating,26.9,35000000.0
CayMay Education, Education ,San Francisco,operating,26.9,40000.0
CellCeuticals Skin Care, Manufacturing ,Beverly Hills,operating,26.9,7585475.0
Cellumen, Biotechnology ,Pittsburgh,operating,26.9,1316030.0
Cenify, Internet of Things ,Rochester,operating,26.9,5000.0
ChangeTip, Payments ,San Francisco,operating,26.9,4250000.0
Chatwala, Software ,New York,operating,26.9,625000.0
Chicago Hustles Magazine, Digital Media ,Chicago,operating,26.9,3500.0
ChickRx, Health and Wellness ,San Francisco,operating,26.9,560000.0
Chippmunk, Incentives ,Los Angeles,operating,26.9,750000.0
Chromatik, Education ,Santa Monica,operating,26.9,7700000.0
CineMallTec LLC, Real Time ,San Francisco,operating,26.9,221480.0
Circle of Life Odor Resistant Bedding, Transportation ,Muscatine,operating,26.9,0.0
CircuitHub, Manufacturing ,San Jose,operating,26.9,0.0
Cirtas Systems, Enterprise Software ,San Jose,operating,26.9,32500000.0
Clean Filtration Technology, Clean Technology ,Saratoga,operating,26.9,5550000.0
Close.io, Software ,Mountain View,operating,26.9,0.0
Closetbox, Retail ,Greenwood Village,operating,26.9,200000.0
CME, Networking ,Cincinnati,operating,26.9,3500.0
Coin, Hardware + Software ,San Francisco,operating,26.9,22000000.0
College Brewer, E-Commerce ,Frederick,operating,26.9,0.0
Colored Solar, Clean Technology ,Ventura,operating,26.9,707900.0
Conjectur, Games ,San Francisco,operating,26.9,0.0
Continuity Software, Software ,New York,operating,26.9,9500000.0
CorkCRM, Software ,East Lansing,operating,26.9,5000.0
Covercake, Reviews and Recommendations ,San Jose,operating,26.9,0.0
CRAM Worldwide, Security ,White Bear Lake,operating,26.9,650000.0
Creative Brain Studios, Mobile ,Boulder,operating,26.9,0.0
Credible, Finance ,San Francisco,operating,26.9,1500000.0
Crelow, Technology ,Scandia,operating,26.9,1800000.0
CRESCEL, Manufacturing ,Miami Beach,operating,26.9,300000.0
CrimeWatch US, Enterprise Software ,Mechanicsburg,operating,26.9,0.0
Crop Ventures, Enterprise Software ,Omaha,operating,26.9,25000.0
CrossFiber, Manufacturing ,San Diego,operating,26.9,16400000.0
Cubby, Mobile ,New York,operating,26.9,65000.0
Dagne Dover, Fashion ,New York,operating,26.9,1300000.0
DalloulNW, Finance ,Portland,operating,26.9,0.0
DataFox, Venture Capital ,Mountain View,operating,26.9,1800000.0
DataRPM, Big Data ,Fairfax,operating,26.9,5900000.0
Davidson Green Center, Education ,Davidson,operating,26.9,0.0
"DeadEye Marksmanship, Inc.",Unknown,San Antonio,operating,26.9,4000.0
Debt Resolve, Web Hosting ,Tarrytown,operating,26.9,1675000.0
Dick's Sporting Goods, Sporting Goods ,Coraopolis,operating,26.9,0.0
DivvyCloud, Software ,Mclean,operating,26.9,0.0
DIY, Education ,San Francisco,operating,26.9,5500000.0
DLC Distributors, Medical ,Largo,operating,26.9,0.0
Domino Street, Restaurants ,Brooklyn,operating,26.9,75000.0
Double the Donation, Nonprofits ,Atlanta,operating,26.9,0.0
Down, Curated Web ,San Francisco,operating,26.9,1000000.0
DRAFT, Investment Management ,Austin,operating,26.9,650000.0
Draft Dynasty, Games ,New York,operating,26.9,4000.0
Drizly, Hospitality ,Boston,operating,26.9,7250000.0
DropShip, Supply Chain Management ,American Fork,operating,26.9,4300000.0
DropThought, Customer Service ,Santa Clara,operating,26.9,4150000.0
DTVCast,Unknown,Weston,operating,26.9,120000.0
Dunwello, Collaboration ,Boston,operating,26.9,1650000.0
Duxter, Social Media ,Kirkland,operating,26.9,1210000.0
EchoPixel, Biotechnology ,Los Altos Hills,operating,26.9,4099999.0
eduClipper, Education ,New York,operating,26.9,600000.0
Edventory, Education ,New York,operating,26.9,15000.0
Edventures, Education ,Boise,operating,26.9,365000.0
Eko Devices, Mobile ,Berkeley,operating,26.9,800000.0
Eko USA, Automotive ,Dallas,operating,26.9,27000.0
Electrikus, Hardware + Software ,Bethlehem,operating,26.9,5000.0
Empower Microsystems, Hardware + Software ,Santa Clara,operating,26.9,0.0
Enhatch, Software ,Hoboken,operating,26.9,250000.0
Ensocare, Software ,Seattle,operating,26.9,3681875.0
EnterCloud Solutions, Consulting ,Carrollton,operating,26.9,6000.0
"Eonsmoke, LLC", Curated Web ,Clifton,operating,26.9,1250000.0
eStartAcademy.com, Digital Media ,Jacksonville Beach,operating,26.9,20000.0
Etreasurebox, Retail ,Charlotte,operating,26.9,0.0
EventBrowsr.com,Unknown,New York,operating,26.9,250000.0
Evtron, Manufacturing ,Saint Louis,operating,26.9,1400000.0
Exitround, Curated Web ,San Francisco,operating,26.9,0.0
Experiment, Technology ,San Francisco,operating,26.9,1230000.0
Fiddler's Brewing Company, Wine And Spirits ,Fayetteville,operating,26.9,0.0
Fiesta Frog, Concerts ,Syracuse,operating,26.9,30000.0
Finale Desserts, Hospitality ,Boston,operating,26.9,0.0
Fitbay, Fashion ,New York,operating,26.9,2400000.0
Floobits, Software ,San Francisco,operating,26.9,0.0
Flytenow, Travel ,Boston,operating,26.9,25000.0
FounderSync, Social Media ,Cleveland,operating,26.9,0.0
Freedom Financial Network, Finance Technology ,San Mateo,operating,26.9,235000000.0
"Freedom Scientific Holdings, LLC",Unknown,St. Petersburg,operating,26.9,0.0
FreeMonee, Advertising ,San Mateo,operating,26.9,45000000.0
Friendfer, iPhone ,Lucerne Valley,operating,26.9,35000.0
Fundera, Finance ,New York,operating,26.9,3400000.0
GameBuilder Studio, Mobile ,Mountain View,operating,26.9,22500.0
Gazemetrix, Social Media ,Mountain View,operating,26.9,140000.0
Gdd Hcanalytics,Unknown,New York,operating,26.9,795000.0
Gigoptix, Semiconductors ,San Jose,operating,26.9,18066941.0
Gigturn, Games ,Wa Keeney,operating,26.9,25000.0
Ginger Software, Software ,Lexington,operating,26.9,11700000.0
GiveLoop, Nonprofits ,New York,operating,26.9,0.0
Glenveigh Medical, Health and Wellness ,Chattanooga,operating,26.9,3350000.0
Glimpse, Social Media ,New York,operating,26.9,80000.0
GLO Science, Biotechnology ,New York,operating,26.9,7768156.0
GlobeTrotr.com, Travel ,New York,operating,26.9,50000.0
GlycoPure, Medical ,Cambridge,operating,26.9,0.0
Gocella, Mobile ,New York,operating,26.9,855000.0
GoLark, Curated Web ,New York,operating,26.9,0.0
Gr8erMinds, Software ,Indianapolis,operating,26.9,8000.0
Graph Story, Big Data ,Memphis,operating,26.9,300000.0
Greekdrop, E-Commerce ,Davis,operating,26.9,10000.0
Grid20/20, Utilities ,Richmond,operating,26.9,15130688.0
GridCOM Technologies, Security ,Bakersfield,operating,26.9,95000.0
griddig, Marketplaces ,San Francisco,operating,26.9,400000.0
Gripp'n Tech,Unknown,Louisville,operating,26.9,0.0
Guide Financial, Personal Finance ,San Francisco,operating,26.9,450000.0
Gusto, Mobile ,Indianapolis,operating,26.9,1800000.0
Haileo, Fashion ,Los Angeles,operating,26.9,0.0
Hango, Photo Sharing ,San Francisco,operating,26.9,350000.0
HASH, Identity ,Miami,operating,26.9,100000.0
HAUL, Video ,Santa Monica,operating,26.9,1040000.0
haystagg, Advertising Platforms ,Manchester,operating,26.9,740000.0
HealthCare.com, Health and Insurance ,Miami,operating,26.9,9500000.0
"Healthy Stove, Inc.", Consumer Electronics ,Palo Alto,operating,26.9,75000.0
Heartbeat, E-Commerce ,New York,operating,26.9,20000.0
HeartThis, Reviews and Recommendations ,San Francisco,operating,26.9,0.0
Hele Massage, Consulting ,Honolulu,operating,26.9,0.0
HeliKo Aviation Services, Transportation ,Sullivans Island,operating,26.9,0.0
Heroic, Curated Web ,Minneapolis,operating,26.9,120000.0
HeyBubble, SaaS ,New York,operating,26.9,400000.0
Hip Innovation Technology, Manufacturing ,Fort Lauderdale,operating,26.9,225000.0
Histros, Education ,Palo Alto,operating,26.9,300000.0
Home Chef, Hospitality ,Chicago,operating,26.9,750000.0
ICONIC, Retail ,Jonesboro,operating,26.9,0.0
IdeaString, Collaboration ,Atlanta,operating,26.9,0.0
IDX Corp, Manufacturing ,Earth City,operating,26.9,36050000.0
ImmunoGen, Biotechnology ,Waltham,operating,26.9,26000000.0
IndustryTrader.com, Transportation ,Burbank,operating,26.9,250000.0
INFERNO FITNESS NASHVILLE, Consulting ,Nashville,operating,26.9,4000.0
Innovative Pulmonary Solutions, Health and Wellness ,Bellevue,operating,26.9,20600000.0
Inporia, E-Commerce ,San Francisco,operating,26.9,1250000.0
Inside Social, Optimization ,Seattle,operating,26.9,2245000.0
Inside Warehouse, E-Commerce ,San Francisco,operating,26.9,320000.0
InSilico Medicine, Biotechnology ,Bethesda,operating,26.9,0.0
Integrated Solar Analytics Solutions, Solar ,La Canada Flintridge,operating,26.9,100000.0
Intrakr, iOS ,Scottsdale,operating,26.9,0.0
Invenshure,Unknown,Minneapolis,operating,26.9,3103835.0
INVERMART, Real Estate ,San Benito,operating,26.9,52000.0
Iris's Coffee and Tea Room,Unknown,Suwanee,operating,26.9,0.0
J & R Renovations, Real Estate ,Omaha,operating,26.9,0.0
Jackson Square Group, Technology ,New Orleans,operating,26.9,0.0
Janus Biotherapeutics, Biotechnology ,Cambridge,operating,26.9,1600000.0
Jazz Pharmaceuticals, Health Care ,Palo Alto,operating,26.9,126999998.0
Jibo, Artificial Intelligence ,Cambridge,operating,26.9,2300000.0
Jifiti.com, Gift Card ,Columbus,operating,26.9,3500000.0
JLC Veterinary Service, Medical ,Austin,operating,26.9,0.0
JRKICKZ, Fashion ,Brookhaven,operating,26.9,5000.0
Kaleio, Promotional ,Irvine,operating,26.9,800000.0
Kato, Business Information Systems ,Oakland,operating,26.9,1878000.0
KCAP Services, Software ,Wadsworth,operating,26.9,0.0
Keahole Solar Power, Clean Technology ,Honolulu,operating,26.9,27000000.0
Keller Medical, Biotechnology ,Stuart,operating,26.9,400000.0
KickAss Candy, Hospitality ,Kansas City,operating,26.9,50000.0
KienVe, Social Network Media ,Miami,operating,26.9,40000.0
KIKA Medical International Company, Health and Wellness ,Boston,operating,26.9,1346000.0
KINGLET,Unknown,Baltimore,operating,26.9,500000.0
Kiwi Crate, Creative ,Mountain View,operating,26.9,7000000.0
Koa.la, Photo Sharing ,New York,operating,26.9,8400000.0
Kohort, Social Media ,New York,operating,26.9,3000000.0
Kojami, Events ,Silver Spring,operating,26.9,20000.0
KokoChi,Unknown,Los Angeles,operating,26.9,0.0
Konokopia, News ,Tacoma,operating,26.9,0.0
Koru, Education ,Seattle,operating,26.9,4350000.0
KYTOSAN USA,Unknown,Lafayette,operating,26.9,350000.0
Lagrange Systems, Enterprise Software ,Boulder,operating,26.9,3399990.0
Language Learning Class, Software ,Richmond,operating,26.9,0.0
LaunchSide.com, Finance ,Tualatin,operating,26.9,25000.0
Leap4Life Global,Unknown,Santa Ynez,operating,26.9,1800000.0
LettuceThinner, Specialty Chemicals ,Tucson,operating,26.9,0.0
License Buddy, Education ,San Francisco,operating,26.9,34700.0
Lift Agency, Public Relations ,Austin,operating,26.9,0.0
Lightscape Materials, Manufacturing ,Princeton,operating,26.9,4040828.0
Liiiike, Fashion ,New York,operating,26.9,500000.0
LikeBright, Mobile ,Seattle,operating,26.9,0.0
Little Quest, Search ,Santa Monica,operating,26.9,100000.0
LOC Enterprises, Digital Media ,Cincinnati,operating,26.9,2535300.0
Local Matters, Social Search ,Denver,operating,26.9,35000000.0
LocalMaven.com, E-Commerce ,New York,operating,26.9,1290000.0
LOFTY, Marketplaces ,New York,operating,26.9,2250000.0
Lollipuff, E-Commerce ,Mountain View,operating,26.9,0.0
Looker, Analytics ,Santa Cruz,operating,26.9,18000000.0
Lucidity (MemberRx),Unknown,Philadelphia,operating,26.9,0.0
Maker Media, Media ,Sebastopol,operating,26.9,3050000.0
"map2app, Inc.", Android ,San Francisco,operating,26.9,100000.0
MarketMuse, Analytics ,Cambridge,operating,26.9,60000.0
mascotsecret,Unknown,Cleveland,operating,26.9,510000.0
Mass Vector, Software ,Fayetteville,operating,26.9,0.0
MaxPoint Interactive, Advertising ,Cary,operating,26.9,11000000.0
Maxwell Health, Employer Benefits Programs ,Boston,operating,26.9,8000000.0
McLemore Investments, Recycling ,Albuquerque,operating,26.9,5000.0
Medicine in Practice, Education ,Benton,operating,26.9,0.0
MedSave USA, Health and Wellness ,Hauppauge,operating,26.9,0.0
MedStartr, Medical Devices ,New York,operating,26.9,50000.0
"MedStatix, LLC", Information Technology ,Lancaster,operating,26.9,4000000.0
MetaChannels, Games ,Palo Alto,operating,26.9,1600000.0
Metagenomix, Biotechnology ,Branford,operating,26.9,700000.0
MetaIntelli,Unknown,Mountain View,operating,26.9,275000.0
MetroGames, Games ,Mountain View,operating,26.9,5000000.0
MetroMile, Technology ,San Francisco,operating,26.9,14000000.0
Miami2Vegas, Games ,Orlando,operating,26.9,3500.0
MICMALI, Games ,Palo Alto,operating,26.9,180000.0
MightyMeeting, Curated Web ,East Setauket,operating,26.9,300000.0
Milestone Scientific, Biotechnology ,Livingston,operating,26.9,10150000.0
Mindie, Music ,San Francisco,operating,26.9,1200000.0
MindShare Networks, Software ,Eagle,operating,26.9,235000.0
MLW Squared,Unknown,Cincinnati,operating,26.9,5343632.0
MobilePaks, Software ,Portland,operating,26.9,2275000.0
Mobiquity Technologies, Software ,Garden City,operating,26.9,21678600.0
Modelinia, Curated Web ,New York,operating,26.9,5000000.0
Mogotest, Software ,Cambridge,operating,26.9,12000.0
MoonClerk, Payments ,Greenville,operating,26.9,0.0
MoPix, Distribution ,Los Angeles,operating,26.9,68000.0
MovingHealth, Software ,Cambridge,operating,26.9,1500000.0
Multi-Function Pet Bed, Consumer Goods ,Apple Valley,operating,26.9,0.0
Nasseo, Health Care ,Peoria,operating,26.9,770000.0
Nasty Gal, Retail ,Los Angeles,operating,26.9,49000000.0
NealyWear, Fashion ,Fayetteville,operating,26.9,0.0
NearVerse, Mobile ,New York,operating,26.9,1000000.0
NeoMedia Technologies, App Marketing ,Boulder,operating,26.9,11365000.0
Nepris, Teachers ,Austin,operating,26.9,1000000.0
Neurotrack, Biotechnology ,Palo Alto,operating,26.9,2090000.0
New Travelcoo, Travel ,Seattle,operating,26.9,9800000.0
Nouveaux Riche, Fashion ,Union,operating,26.9,0.0
NovaRay Medical, Health Care ,Newark,operating,26.9,7200000.0
Novatek, Manufacturing ,Provo,operating,26.9,16600000.0
Nuhook, Software ,Knoxville,operating,26.9,30860.0
Number 1 Products and Services, Hospitality ,Manhattan,operating,26.9,83500.0
Ocean Seed, Entertainment ,Maumelle,operating,26.9,0.0
Octonotco, Music ,Duvall,operating,26.9,0.0
Offermatic, Credit Cards ,San Mateo,operating,26.9,4500000.0
Olio Devices, Consumer Goods ,San Francisco,operating,26.9,200000.0
OneUp Sports, Games ,Palm Beach Gardens,operating,26.9,5950000.0
OneWire, Finance ,New York,operating,26.9,11851536.0
ONL Therapeutics, Biotechnology ,Ann Arbor,operating,26.9,1871810.0
Online-OR, Medical ,New York,operating,26.9,0.0
OnTheGo Platforms, Human Computer Interaction ,Portland,operating,26.9,1036213.0
